Species ID;Species;Latin Name;Group;Subgroup;Subsubgroup;Family;Checklist ID;Date;Year;Month;Day;Site Ref;Site;County;Country;Life Stage;Aggregate Status
M1524;Rosy Tabby;Endotricha flammealis;Insect;Lepidoptera;Moth;Pyralidae;C215;11.07.2024;2024;7;11;S0004;Carisbrooke Drive;Essex;UK;Adult;Species
M1529;Bee Moth;Aphomia sociella;Insect;Lepidoptera;Moth;Pyralidae;C215;11.07.2024;2024;7;11;S0004;Carisbrooke Drive;Essex;UK;Adult;Species
M1713;Least Carpet;Idaea rusticata atrosignaria;Insect;Lepidoptera;Moth;Geometridae;C215;11.07.2024;2024;7;11;S0004;Carisbrooke Drive;Essex;UK;Adult;Species
M1726;Treble Brown Spot;Idaea trigeminata;Insect;Lepidoptera;Moth;Geometridae;C215;11.07.2024;2024;7;11;S0004;Carisbrooke Drive;Essex;UK;Adult;Species
M1907;Magpie Moth;Abraxas grossulariata;Insect;Lepidoptera;Moth;Geometridae;C215;11.07.2024;2024;7;11;S0004;Carisbrooke Drive;Essex;UK;Adult;Species
M2029;Buff-tip;Phalera bucephala;Insect;Lepidoptera;Moth;Notodontidae;C215;11.07.2024;2024;7;11;S0004;Carisbrooke Drive;Essex;UK;Adult;Species
M2064;Brown-tail;Euproctis chrysorrhoea;Insect;Lepidoptera;Moth;Erebidae;C215;11.07.2024;2024;7;11;S0004;Carisbrooke Drive;Essex;UK;Adult;Species
M2083;Scarce Footman;Eilema complana;Insect;Lepidoptera;Moth;Erebidae;C215;11.07.2024;2024;7;11;S0004;Carisbrooke Drive;Essex;UK;Adult;Species
M2086;Common Footman;Eilema lurideola;Insect;Lepidoptera;Moth;Erebidae;C215;11.07.2024;2024;7;11;S0004;Carisbrooke Drive;Essex;UK;Adult;Species
M2129;Heart and Dart;Agrotis exclamationis;Insect;Lepidoptera;Moth;Noctuidae;C215;11.07.2024;2024;7;11;S0004;Carisbrooke Drive;Essex;UK;Adult;Species
M2247;Smoky Wainscot;Mythimna impura;Insect;Lepidoptera;Moth;Noctuidae;C215;11.07.2024;2024;7;11;S0004;Carisbrooke Drive;Essex;UK;Adult;Species
M2378;Dun-bar;Cosmia trapezina;Insect;Lepidoptera;Moth;Noctuidae;C215;11.07.2024;2024;7;11;S0004;Carisbrooke Drive;Essex;UK;Adult;Species
M2447;Uncertain;Hoplodrina alsines;Insect;Lepidoptera;Moth;Noctuidae;C215;11.07.2024;2024;7;11;S0004;Carisbrooke Drive;Essex;UK;Adult;Species
M2459;Pale Mottled Willow;Paradrina clavipalpis;Insect;Lepidoptera;Moth;Noctuidae;C215;11.07.2024;2024;7;11;S0004;Carisbrooke Drive;Essex;UK;Adult;Species
CAD135;Mystacides longicornis;Mystacides longicornis;Insect;Caddisfly;Caddisfly;Leptoceridae;C215;11.07.2024;2024;7;11;S0004;Carisbrooke Drive;Essex;UK;Adult;Species
CAD144;Oecetis ochracea;Oecetis ochracea;Insect;Caddisfly;Caddisfly;Leptoceridae;C215;11.07.2024;2024;7;11;S0004;Carisbrooke Drive;Essex;UK;Adult;Species
WL34;Common rough woodlouse;Porcellio scaber;Crustacean;Isopod;Woodlouse;Porcellionidae;C215;11.07.2024;2024;7;11;S0004;Carisbrooke Drive;Essex;UK;Adult;Species
SN006;Garden Snail;Cornu aspersum;Mollusc;Gastropod;Snail;None;C215;11.07.2024;2024;7;11;S0004;Carisbrooke Drive;Essex;UK;Adult;Species
M0443;Bird-cherry Ermine;Yponomeuta evonymella;Insect;Lepidoptera;Moth;Yponomeutidae;C216;15.07.2024;2024;7;15;S0004;Carisbrooke Drive;Essex;UK;Adult;Species
M0446X;Ermine agg.;Yponomeuta agg.;Insect;Lepidoptera;Moth;Yponomeutidae;C216;15.07.2024;2024;7;15;S0004;Carisbrooke Drive;Essex;UK;Adult;Aggregate
M1378;Garden Grass-moth;Chrysoteuchia culmella;Insect;Lepidoptera;Moth;Crambidae;C216;15.07.2024;2024;7;15;S0004;Carisbrooke Drive;Essex;UK;Adult;Species
M1379;White-banded Grass-moth;Crambus pascuella;Insect;Lepidoptera;Moth;Crambidae;C216;15.07.2024;2024;7;15;S0004;Carisbrooke Drive;Essex;UK;Adult;Species
M1430;Garden Grey;Eudonia mercurella;Insect;Lepidoptera;Moth;Crambidae;C216;15.07.2024;2024;7;15;S0004;Carisbrooke Drive;Essex;UK;Adult;Species
M1713;Least Carpet;Idaea rusticata atrosignaria;Insect;Lepidoptera;Moth;Geometridae;C216;15.07.2024;2024;7;15;S0004;Carisbrooke Drive;Essex;UK;Adult;Species
M1883;Green Pug;Pasiphila rectangulata;Insect;Lepidoptera;Moth;Geometridae;C216;15.07.2024;2024;7;15;S0004;Carisbrooke Drive;Essex;UK;Adult;Species
M1989;Clouded Silver;Lomographa temerata;Insect;Lepidoptera;Moth;Geometridae;C216;15.07.2024;2024;7;15;S0004;Carisbrooke Drive;Essex;UK;Adult;Species
M2083;Scarce Footman;Eilema complana;Insect;Lepidoptera;Moth;Erebidae;C216;15.07.2024;2024;7;15;S0004;Carisbrooke Drive;Essex;UK;Adult;Species
M2129;Heart and Dart;Agrotis exclamationis;Insect;Lepidoptera;Moth;Noctuidae;C216;15.07.2024;2024;7;15;S0004;Carisbrooke Drive;Essex;UK;Adult;Species
M2152;Large Yellow Underwing;Noctua pronuba;Insect;Lepidoptera;Moth;Noctuidae;C216;15.07.2024;2024;7;15;S0004;Carisbrooke Drive;Essex;UK;Adult;Species
M2447;Uncertain;Hoplodrina alsines;Insect;Lepidoptera;Moth;Noctuidae;C216;15.07.2024;2024;7;15;S0004;Carisbrooke Drive;Essex;UK;Adult;Species
F0118;Wavy Bitter-cress;Cardamine flexuosa;Plant;Flower;Flower;Brassicaceae;C216;15.07.2024;2024;7;15;S0004;Carisbrooke Drive;Essex;UK;Adult;Species
F0378;Black Medick;Medicago lupulina;Plant;Flower;Flower;Fabaceae;C216;15.07.2024;2024;7;15;S0004;Carisbrooke Drive;Essex;UK;Adult;Species
F0384;White Clover;Trifolium repens;Plant;Flower;Flower;Fabaceae;C216;15.07.2024;2024;7;15;S0004;Carisbrooke Drive;Essex;UK;Adult;Species
F0451;Sun Spurge;Euphorbia helioscopia;Plant;Flower;Flower;Euphorbiaceae;C216;15.07.2024;2024;7;15;S0004;Carisbrooke Drive;Essex;UK;Adult;Species
F0485;Herb-Robert;Geranium robertianum;Plant;Flower;Flower;Geraniaceae;C216;15.07.2024;2024;7;15;S0004;Carisbrooke Drive;Essex;UK;Adult;Species
F0646;Red Dead-nettle;Lamium purpureum;Plant;Flower;Flower;Lamiaceae;C216;15.07.2024;2024;7;15;S0004;Carisbrooke Drive;Essex;UK;Adult;Species
F0701;Greater Plantain;Plantago major;Plant;Flower;Flower;Plantaginaceae;C216;15.07.2024;2024;7;15;S0004;Carisbrooke Drive;Essex;UK;Adult;Species
F0865;Nipplewort;Lapsana communis;Plant;Flower;Flower;Asteraceae;C216;15.07.2024;2024;7;15;S0004;Carisbrooke Drive;Essex;UK;Adult;Species
F0879;Smooth Sow-thistle;Sonchus oleraceus;Plant;Flower;Flower;Asteraceae;C216;15.07.2024;2024;7;15;S0004;Carisbrooke Drive;Essex;UK;Adult;Species
F0886;Dandelion sp.;Taraxacum sp.;Plant;Flower;Flower;Asteraceae;C216;15.07.2024;2024;7;15;S0004;Carisbrooke Drive;Essex;UK;Adult;Species
F0951;Common Groundsel;Senecio vulgaris;Plant;Flower;Flower;Asteraceae;C216;15.07.2024;2024;7;15;S0004;Carisbrooke Drive;Essex;UK;Adult;Species
G018;Various-leaved fescue;Festuca heterophylla;Plant;Grass et al;Grass;Poaceae;C216;15.07.2024;2024;7;15;S0004;Carisbrooke Drive;Essex;UK;Adult;Species
G029;Perennial rye-grass;Lolium perenne;Plant;Grass et al;Grass;Poaceae;C216;15.07.2024;2024;7;15;S0004;Carisbrooke Drive;Essex;UK;Adult;Species
G089;Yorkshire-fog;Holcus lanatus;Plant;Grass et al;Grass;Poaceae;C216;15.07.2024;2024;7;15;S0004;Carisbrooke Drive;Essex;UK;Adult;Species
G103;Black bent;Agrostis gigantea;Plant;Grass et al;Grass;Poaceae;C216;15.07.2024;2024;7;15;S0004;Carisbrooke Drive;Essex;UK;Adult;Species
B54;Gatekeeper;Pyronia tithonus;Insect;Lepidoptera;Butterfly;Nymphalidae;C217;17.07.2024;2024;7;17;S0001;Woodham Fen;Essex;UK;Adult;Species
B55;Meadow Brown;Maniola jurtina;Insect;Lepidoptera;Butterfly;Nymphalidae;C217;17.07.2024;2024;7;17;S0001;Woodham Fen;Essex;UK;Adult;Species
F0300;Creeping Cinquefoil;Potentilla reptans;Plant;Flower;Flower;Rosaceae;C217;17.07.2024;2024;7;17;S0001;Woodham Fen;Essex;UK;Adult;Species
F0307;Agrimony;Agrimonia eupatoria;Plant;Flower;Flower;Rosaceae;C217;17.07.2024;2024;7;17;S0001;Woodham Fen;Essex;UK;Adult;Species
F0342;Common Bird's-foot Trefoil;Lotus corniculatus;Plant;Flower;Flower;Fabaceae;C217;17.07.2024;2024;7;17;S0001;Woodham Fen;Essex;UK;Adult;Species
F0378;Black Medick;Medicago lupulina;Plant;Flower;Flower;Fabaceae;C217;17.07.2024;2024;7;17;S0001;Woodham Fen;Essex;UK;Adult;Species
F0384;White Clover;Trifolium repens;Plant;Flower;Flower;Fabaceae;C217;17.07.2024;2024;7;17;S0001;Woodham Fen;Essex;UK;Adult;Species
F0542;Corn Parsley;Petroselinum segetum;Plant;Flower;Flower;Apiaceae;C217;17.07.2024;2024;7;17;S0001;Woodham Fen;Essex;UK;Adult;Species
F0555;Hogweed;Heracleum sphondylium;Plant;Flower;Flower;Apiaceae;C217;17.07.2024;2024;7;17;S0001;Woodham Fen;Essex;UK;Adult;Species
F0558;Upright Hedge-parsley;Torilis japonica;Plant;Flower;Flower;Apiaceae;C217;17.07.2024;2024;7;17;S0001;Woodham Fen;Essex;UK;Adult;Species
F0561;Wild Carrot;Daucus carota;Plant;Flower;Flower;Apiaceae;C217;17.07.2024;2024;7;17;S0001;Woodham Fen;Essex;UK;Adult;Species
F0670;Selfheal;Prunella vulgaris;Plant;Flower;Flower;Lamiaceae;C217;17.07.2024;2024;7;17;S0001;Woodham Fen;Essex;UK;Adult;Species
F0701;Greater Plantain;Plantago major;Plant;Flower;Flower;Plantaginaceae;C217;17.07.2024;2024;7;17;S0001;Woodham Fen;Essex;UK;Adult;Species
F0853;Creeping Thistle;Cirsium arvense;Plant;Flower;Flower;Asteraceae;C217;17.07.2024;2024;7;17;S0001;Woodham Fen;Essex;UK;Adult;Species
F0879;Smooth Sow-thistle;Sonchus oleraceus;Plant;Flower;Flower;Asteraceae;C217;17.07.2024;2024;7;17;S0001;Woodham Fen;Essex;UK;Adult;Species
F0922;Daisy;Bellis perennis;Plant;Flower;Flower;Asteraceae;C217;17.07.2024;2024;7;17;S0001;Woodham Fen;Essex;UK;Adult;Species
F0933;Yarrow;Achillea millefolium;Plant;Flower;Flower;Asteraceae;C217;17.07.2024;2024;7;17;S0001;Woodham Fen;Essex;UK;Adult;Species
F0945;Common Ragwort;Senecio jacobaea;Plant;Flower;Flower;Asteraceae;C217;17.07.2024;2024;7;17;S0001;Woodham Fen;Essex;UK;Adult;Species
G089;Yorkshire-fog;Holcus lanatus;Plant;Grass et al;Grass;Poaceae;C217;17.07.2024;2024;7;17;S0001;Woodham Fen;Essex;UK;Adult;Species
G132;Timothy Grass;Phleum pratense;Plant;Grass et al;Grass;Poaceae;C217;17.07.2024;2024;7;17;S0001;Woodham Fen;Essex;UK;Adult;Species
HOV050;Marmalade Hoverfly;Episyrphus balteatus;Insect;Diptera;Hoverfly;Syrphidae;C217;17.07.2024;2024;7;17;S0001;Woodham Fen;Essex;UK;Adult;Species
HOV198;Batman Hoverfly;Myathropa florae;Insect;Diptera;Hoverfly;Syrphidae;C217;17.07.2024;2024;7;17;S0001;Woodham Fen;Essex;UK;Adult;Species
BT1394;Rutpela maculata;Rutpela maculata;Insect;Beetle;Beetle;Cerambycidae;C217;17.07.2024;2024;7;17;S0001;Woodham Fen;Essex;UK;Adult;Species
F0421;Great Willowherb;Epilobium hirsutum;Plant;Flower;Flower;Onagraceae;C218;18.07.2024;2024;7;18;S0001;Woodham Fen;Essex;UK;Adult;Species
F0561;Wild Carrot;Daucus carota;Plant;Flower;Flower;Apiaceae;C218;18.07.2024;2024;7;18;S0001;Woodham Fen;Essex;UK;Adult;Species
F0729;Common toadflax;Linaria vulgaris;Plant;Flower;Flower;Plantaginaceae;C218;18.07.2024;2024;7;18;S0001;Woodham Fen;Essex;UK;Adult;Species
F0922;Daisy;Bellis perennis;Plant;Flower;Flower;Asteraceae;C218;18.07.2024;2024;7;18;S0001;Woodham Fen;Essex;UK;Adult;Species
F0945;Common Ragwort;Senecio jacobaea;Plant;Flower;Flower;Asteraceae;C218;18.07.2024;2024;7;18;S0001;Woodham Fen;Essex;UK;Adult;Species
G161;Sea couch;Elytrigia atherica;Plant;Grass et al;Grass;Poaceae;C218;18.07.2024;2024;7;18;S0001;Woodham Fen;Essex;UK;Adult;Species
O012;Long-winged Conehead;Conocephalus discolor;Insect;Orthoptera;Cricket;Tettigoniidae;C218;18.07.2024;2024;7;18;S0001;Woodham Fen;Essex;UK;Adult;Species
BT1033;Rhagonycha fulva;Rhagonycha fulva;Insect;Beetle;Beetle;Cantharidae;C218;18.07.2024;2024;7;18;S0001;Woodham Fen;Essex;UK;Adult;Species
B14;Small White;Pieris rapae;Insect;Lepidoptera;Butterfly;Pieridae;C219;19.07.2024;2024;7;19;S0004;Carisbrooke Drive;Essex;UK;Adult;Species
B54;Gatekeeper;Pyronia tithonus;Insect;Lepidoptera;Butterfly;Nymphalidae;C219;19.07.2024;2024;7;19;S0004;Carisbrooke Drive;Essex;UK;Adult;Species
F0118;Wavy Bitter-cress;Cardamine flexuosa;Plant;Flower;Flower;Brassicaceae;C219;19.07.2024;2024;7;19;S0004;Carisbrooke Drive;Essex;UK;Adult;Species
F0485;Herb-Robert;Geranium robertianum;Plant;Flower;Flower;Geraniaceae;C219;19.07.2024;2024;7;19;S0004;Carisbrooke Drive;Essex;UK;Adult;Species
F0886;Dandelion sp.;Taraxacum sp.;Plant;Flower;Flower;Asteraceae;C219;19.07.2024;2024;7;19;S0004;Carisbrooke Drive;Essex;UK;Adult;Species
BEE272; Western Honey Bee;Apis mellifera;Insect;Hymenoptera;Bee;None;C219;19.07.2024;2024;7;19;S0004;Carisbrooke Drive;Essex;UK;Adult;Species
HOV198;Batman Hoverfly;Myathropa florae;Insect;Diptera;Hoverfly;Syrphidae;C219;19.07.2024;2024;7;19;S0004;Carisbrooke Drive;Essex;UK;Adult;Species
F0869;Autumn Hawkbit;Leontodon autumnalis;Plant;Flower;Flower;Asteraceae;C220;26.07.2024;2024;7;26;S0006;South Woodham around town;Essex;UK;Adult;Species
F1306;Common Mallow;Malva sylvestris;Plant;Flower;Flower;Malvaceae;C220;26.07.2024;2024;7;26;S0006;South Woodham around town;Essex;UK;Adult;Species
F1336;Common Nettle;Urtica dioica;Plant;Flower;Flower;Urticaceae;C220;26.07.2024;2024;7;26;S0006;South Woodham around town;Essex;UK;Adult;Species
F0233;Yellow Pimpernel;Lysimachia nemorum;Plant;Flower;Flower;Primulaceae;C221;27.07.2024;2024;7;27;S0031;Blake's Wood;Essex;UK;Adult;Species
F0288;Bramble;Rubus fruticosus;Plant;Flower;Flower;Rosaceae;C221;27.07.2024;2024;7;27;S0031;Blake's Wood;Essex;UK;Adult;Species
F0438;Enchanter's-nightshade;Circaea lutetiana;Plant;Flower;Flower;Onagraceae;C221;27.07.2024;2024;7;27;S0031;Blake's Wood;Essex;UK;Adult;Species
F0670;Selfheal;Prunella vulgaris;Plant;Flower;Flower;Lamiaceae;C221;27.07.2024;2024;7;27;S0031;Blake's Wood;Essex;UK;Adult;Species
F0713;Common Figwort;Scrophularia nodosa;Plant;Flower;Flower;Scrophulariaceae;C221;27.07.2024;2024;7;27;S0031;Blake's Wood;Essex;UK;Adult;Species
F0865;Nipplewort;Lapsana communis;Plant;Flower;Flower;Asteraceae;C221;27.07.2024;2024;7;27;S0031;Blake's Wood;Essex;UK;Adult;Species
F0945;Common Ragwort;Senecio jacobaea;Plant;Flower;Flower;Asteraceae;C221;27.07.2024;2024;7;27;S0031;Blake's Wood;Essex;UK;Adult;Species
F1238;Water-pepper;Persicaria hydropiper;Plant;Flower;Flower;Polygonaceae;C221;27.07.2024;2024;7;27;S0031;Blake's Wood;Essex;UK;Adult;Species
F1265;Wood Dock;Rumex sanguineus;Plant;Flower;Flower;Polygonaceae;C221;27.07.2024;2024;7;27;S0031;Blake's Wood;Essex;UK;Adult;Species
F1336;Common Nettle;Urtica dioica;Plant;Flower;Flower;Urticaceae;C221;27.07.2024;2024;7;27;S0031;Blake's Wood;Essex;UK;Adult;Species
S049;Remote sedge;Carex remota;Plant;Grass et al;Sedge;Cyperaceae;C221;27.07.2024;2024;7;27;S0031;Blake's Wood;Essex;UK;Adult;Species
B30;Holly Blue;Celastrina argiolus;Insect;Lepidoptera;Butterfly;Lycaenidae;C222;28.07.2024;2024;7;28;S0006;South Woodham around town;Essex;UK;Adult;Species
B44;Comma;Polygonia c-album;Insect;Lepidoptera;Butterfly;Nymphalidae;C222;28.07.2024;2024;7;28;S0006;South Woodham around town;Essex;UK;Adult;Species
B48;Speckled Wood;Pararge aegeria;Insect;Lepidoptera;Butterfly;Nymphalidae;C222;28.07.2024;2024;7;28;S0006;South Woodham around town;Essex;UK;Adult;Species
B54;Gatekeeper;Pyronia tithonus;Insect;Lepidoptera;Butterfly;Nymphalidae;C222;28.07.2024;2024;7;28;S0006;South Woodham around town;Essex;UK;Adult;Species
B55;Meadow Brown;Maniola jurtina;Insect;Lepidoptera;Butterfly;Nymphalidae;C222;28.07.2024;2024;7;28;S0006;South Woodham around town;Essex;UK;Adult;Species
F0054;Poppy sp.;Papaver sp.;Plant;Flower;Flower;Papaveraceae;C222;28.07.2024;2024;7;28;S0006;South Woodham around town;Essex;UK;Adult;Species
F0451;Sun Spurge;Euphorbia helioscopia;Plant;Flower;Flower;Euphorbiaceae;C222;28.07.2024;2024;7;28;S0006;South Woodham around town;Essex;UK;Adult;Species
F0561;Wild Carrot;Daucus carota;Plant;Flower;Flower;Apiaceae;C222;28.07.2024;2024;7;28;S0006;South Woodham around town;Essex;UK;Adult;Species
F0751;Common Field-speedwell;Veronica persica;Plant;Flower;Flower;Plantaginaceae;C222;28.07.2024;2024;7;28;S0006;South Woodham around town;Essex;UK;Adult;Species
F0834;Wild Teasel;Dipsacus fullonum;Plant;Flower;Flower;Caprifoliaceae;C222;28.07.2024;2024;7;28;S0006;South Woodham around town;Essex;UK;Adult;Species
F0872;Bristly Oxtongue;Picris echioides;Plant;Flower;Flower;Asteraceae;C222;28.07.2024;2024;7;28;S0006;South Woodham around town;Essex;UK;Adult;Species
F0879;Smooth Sow-thistle;Sonchus oleraceus;Plant;Flower;Flower;Asteraceae;C222;28.07.2024;2024;7;28;S0006;South Woodham around town;Essex;UK;Adult;Species
F0909;Common Fleabane;Pulicaria dysenterica;Plant;Flower;Flower;Asteraceae;C222;28.07.2024;2024;7;28;S0006;South Woodham around town;Essex;UK;Adult;Species
F0939;Pineappleweed;Matricaria matricarioides;Plant;Flower;Flower;Asteraceae;C222;28.07.2024;2024;7;28;S0006;South Woodham around town;Essex;UK;Adult;Species
F1246;Knotgrass;Polygonum aviculare;Plant;Flower;Flower;Polygonaceae;C222;28.07.2024;2024;7;28;S0006;South Woodham around town;Essex;UK;Adult;Species
F1306;Common Mallow;Malva sylvestris;Plant;Flower;Flower;Malvaceae;C222;28.07.2024;2024;7;28;S0006;South Woodham around town;Essex;UK;Adult;Species
F1336;Common Nettle;Urtica dioica;Plant;Flower;Flower;Urticaceae;C222;28.07.2024;2024;7;28;S0006;South Woodham around town;Essex;UK;Adult;Species
G029;Perennial rye-grass;Lolium perenne;Plant;Grass et al;Grass;Poaceae;C222;28.07.2024;2024;7;28;S0006;South Woodham around town;Essex;UK;Adult;Species
MA15;Grey Squirrel;Sciurus carolinensis;Mammal;Rodent;Rodent;Sciuridae;C222;28.07.2024;2024;7;28;S0006;South Woodham around town;Essex;UK;Adult;Species
HOV198;Batman Hoverfly;Myathropa florae;Insect;Diptera;Hoverfly;Syrphidae;C222;28.07.2024;2024;7;28;S0006;South Woodham around town;Essex;UK;Adult;Species
BT0046;7 Spot Ladybird ;Coccinella septempunctata ;Insect;Beetle;Beetle;Coccinellidae;C222;28.07.2024;2024;7;28;S0006;South Woodham around town;Essex;UK;Adult;Species
F0118;Wavy Bitter-cress;Cardamine flexuosa;Plant;Flower;Flower;Brassicaceae;C223;28.07.2024;2024;7;28;S0004;Carisbrooke Drive;Essex;UK;Adult;Species
F0485;Herb-Robert;Geranium robertianum;Plant;Flower;Flower;Geraniaceae;C223;28.07.2024;2024;7;28;S0004;Carisbrooke Drive;Essex;UK;Adult;Species
F0922;Daisy;Bellis perennis;Plant;Flower;Flower;Asteraceae;C223;28.07.2024;2024;7;28;S0004;Carisbrooke Drive;Essex;UK;Adult;Species
BEE250;Buff-tailed Bumble Bee;Bombus terrestris;Insect;Hymenoptera;Bee;None;C223;28.07.2024;2024;7;28;S0004;Carisbrooke Drive;Essex;UK;Adult;Species
O028;Field Grasshopper;Chorthippus brunneus;Insect;Orthoptera;Grasshopper;Acrididae;C223;28.07.2024;2024;7;28;S0004;Carisbrooke Drive;Essex;UK;Adult;Species
M0446X;Ermine agg.;Yponomeuta agg.;Insect;Lepidoptera;Moth;Yponomeutidae;C224;29.07.2024;2024;7;29;S0004;Carisbrooke Drive;Essex;UK;Adult;Aggregate
M0447;Willow Ermine;Yponomeuta rorrella;Insect;Lepidoptera;Moth;Yponomeutidae;C224;29.07.2024;2024;7;29;S0004;Carisbrooke Drive;Essex;UK;Adult;Species
M0914;Juniper Webber;Dichomeris marginella;Insect;Lepidoptera;Moth;Gelechiidae;C224;29.07.2024;2024;7;29;S0004;Carisbrooke Drive;Essex;UK;Adult;Species
M1111;Rhomboid Tortrix;Acleris rhombana;Insect;Lepidoptera;Moth;Tortricidae;C224;29.07.2024;2024;7;29;S0004;Carisbrooke Drive;Essex;UK;Adult;Species
M1378;Garden Grass-moth;Chrysoteuchia culmella;Insect;Lepidoptera;Moth;Crambidae;C224;29.07.2024;2024;7;29;S0004;Carisbrooke Drive;Essex;UK;Adult;Species
M1387;Satin Grass-moth;Crambus perlella;Insect;Lepidoptera;Moth;Crambidae;C224;29.07.2024;2024;7;29;S0004;Carisbrooke Drive;Essex;UK;Adult;Species
M1502;Mother of Pearl;Pleuroptya ruralis;Insect;Lepidoptera;Moth;Crambidae;C224;29.07.2024;2024;7;29;S0004;Carisbrooke Drive;Essex;UK;Adult;Species
M1524;Rosy Tabby;Endotricha flammealis;Insect;Lepidoptera;Moth;Pyralidae;C224;29.07.2024;2024;7;29;S0004;Carisbrooke Drive;Essex;UK;Adult;Species
M1526;Wax Moth;Galleria mellonella;Insect;Lepidoptera;Moth;Pyralidae;C224;29.07.2024;2024;7;29;S0004;Carisbrooke Drive;Essex;UK;Adult;Species
M1529;Bee Moth;Aphomia sociella;Insect;Lepidoptera;Moth;Pyralidae;C224;29.07.2024;2024;7;29;S0004;Carisbrooke Drive;Essex;UK;Adult;Species
M1541;Hawthorn Knot-horn;Acrobasis advenella;Insect;Lepidoptera;Moth;Pyralidae;C224;29.07.2024;2024;7;29;S0004;Carisbrooke Drive;Essex;UK;Adult;Species
M1648;Oak Eggar;Lasiocampa quercus;Insect;Lepidoptera;Moth;Lasiocampidae;C224;29.07.2024;2024;7;29;S0004;Carisbrooke Drive;Essex;UK;Adult;Species
M1713;Least Carpet;Idaea rusticata atrosignaria;Insect;Lepidoptera;Moth;Geometridae;C224;29.07.2024;2024;7;29;S0004;Carisbrooke Drive;Essex;UK;Adult;Species
M1728;Riband Wave;Idaea aversata;Insect;Lepidoptera;Moth;Geometridae;C224;29.07.2024;2024;7;29;S0004;Carisbrooke Drive;Essex;UK;Adult;Species
M1759;Yellow Shell;Camptogramma bilineata;Insect;Lepidoptera;Moth;Geometridae;C224;29.07.2024;2024;7;29;S0004;Carisbrooke Drive;Essex;UK;Adult;Species
M1933;Brimstone Moth;Opisthograptis luteolata;Insect;Lepidoptera;Moth;Geometridae;C224;29.07.2024;2024;7;29;S0004;Carisbrooke Drive;Essex;UK;Adult;Species
M2083;Scarce Footman;Eilema complana;Insect;Lepidoptera;Moth;Erebidae;C224;29.07.2024;2024;7;29;S0004;Carisbrooke Drive;Essex;UK;Adult;Species
M2152;Large Yellow Underwing;Noctua pronuba;Insect;Lepidoptera;Moth;Noctuidae;C224;29.07.2024;2024;7;29;S0004;Carisbrooke Drive;Essex;UK;Adult;Species
M2154;Lesser Yellow Underwing;Noctua comes;Insect;Lepidoptera;Moth;Noctuidae;C224;29.07.2024;2024;7;29;S0004;Carisbrooke Drive;Essex;UK;Adult;Species
M2206;Dog's Tooth;Lacanobia suasa;Insect;Lepidoptera;Moth;Noctuidae;C224;29.07.2024;2024;7;29;S0004;Carisbrooke Drive;Essex;UK;Adult;Species
M2351;Marbled Beauty;Cryphia domestica;Insect;Lepidoptera;Moth;Noctuidae;C224;29.07.2024;2024;7;29;S0004;Carisbrooke Drive;Essex;UK;Adult;Species
M2378;Dun-bar;Cosmia trapezina;Insect;Lepidoptera;Moth;Noctuidae;C224;29.07.2024;2024;7;29;S0004;Carisbrooke Drive;Essex;UK;Adult;Species
M2381;Dark Arches;Apamea monoglypha;Insect;Lepidoptera;Moth;Noctuidae;C224;29.07.2024;2024;7;29;S0004;Carisbrooke Drive;Essex;UK;Adult;Species
M2447;Uncertain;Hoplodrina alsines;Insect;Lepidoptera;Moth;Noctuidae;C224;29.07.2024;2024;7;29;S0004;Carisbrooke Drive;Essex;UK;Adult;Species
CAD135;Mystacides longicornis;Mystacides longicornis;Insect;Caddisfly;Caddisfly;Leptoceridae;C224;29.07.2024;2024;7;29;S0004;Carisbrooke Drive;Essex;UK;Adult;Species
CAD144;Oecetis ochracea;Oecetis ochracea;Insect;Caddisfly;Caddisfly;Leptoceridae;C224;29.07.2024;2024;7;29;S0004;Carisbrooke Drive;Essex;UK;Adult;Species
MF13;Pond Olive;Cloeon dipterum;Insect;Mayfly;Mayfly;None;C224;29.07.2024;2024;7;29;S0004;Carisbrooke Drive;Essex;UK;Adult;Species
B52;Marbled White;Melanargia galathea;Insect;Lepidoptera;Butterfly;Nymphalidae;C225;30.07.2024;2024;7;30;S0002;Marsh Farm Country Park;Essex;UK;Adult;Species
B54;Gatekeeper;Pyronia tithonus;Insect;Lepidoptera;Butterfly;Nymphalidae;C225;30.07.2024;2024;7;30;S0002;Marsh Farm Country Park;Essex;UK;Adult;Species
F0701;Greater Plantain;Plantago major;Plant;Flower;Flower;Plantaginaceae;C225;30.07.2024;2024;7;30;S0002;Marsh Farm Country Park;Essex;UK;Adult;Species
F0853;Creeping Thistle;Cirsium arvense;Plant;Flower;Flower;Asteraceae;C225;30.07.2024;2024;7;30;S0002;Marsh Farm Country Park;Essex;UK;Adult;Species
F0872;Bristly Oxtongue;Picris echioides;Plant;Flower;Flower;Asteraceae;C225;30.07.2024;2024;7;30;S0002;Marsh Farm Country Park;Essex;UK;Adult;Species
F0926;Mugwort;Artemisia vulgaris;Plant;Flower;Flower;Asteraceae;C225;30.07.2024;2024;7;30;S0002;Marsh Farm Country Park;Essex;UK;Adult;Species
F0945;Common Ragwort;Senecio jacobaea;Plant;Flower;Flower;Asteraceae;C225;30.07.2024;2024;7;30;S0002;Marsh Farm Country Park;Essex;UK;Adult;Species
